clima_id,municipio,fecha,temperatura_max_c,temperatura_min_c,precipitacion_mm,condicion,temporada
416,Villamaría,2024-05-28,11.3,3.0,61.8,lluvioso,baja
417,Villamaría,2024-05-31,12.0,2.5,62.0,lluvioso,baja
418,Villamaría,2024-06-03,15.2,6.1,4.0,soleado,alta
419,Villamaría,2024-06-06,16.0,9.9,2.2,soleado,alta
420,Villamaría,2024-06-09,14.2,8.2,56.9,lluvioso,alta
421,Villamaría,2024-06-12,10.3,0.7,4.1,nublado,alta
422,Villamaría,2024-06-15,10.1,4.7,1.8,soleado,alta
423,Villamaría,2024-06-18,12.5,6.4,34.8,tormenta,alta
424,Villamaría,2024-06-21,12.2,5.5,3.0,soleado,alta
425,Villamaría,2024-06-24,13.0,6.6,1.9,nublado,alta
426,Villamaría,2024-06-27,13.1,6.8,2.0,nublado,alta
427,Villamaría,2024-06-30,14.6,7.5,1.5,nublado,alta
428,Villamaría,2024-07-03,12.0,2.7,4.0,soleado,alta
429,Villamaría,2024-07-06,10.2,1.3,4.3,nublado,alta
430,Villamaría,2024-07-09,13.8,4.6,4.4,soleado,alta
431,Villamaría,2024-07-12,10.9,2.0,47.5,lluvioso,alta
432,Villamaría,2024-07-15,14.7,6.7,2.5,soleado,alta
433,Villamaría,2024-07-18,12.4,5.1,3.0,soleado,alta
434,Villamaría,2024-07-21,11.7,3.1,1.1,soleado,alta
435,Villamaría,2024-07-24,15.5,9.9,2.0,soleado,alta
436,Villamaría,2024-07-27,15.7,7.0,65.1,lluvioso,alta
437,Villamaría,2024-07-30,12.7,3.7,4.1,nublado,alta
438,Villamaría,2024-08-02,12.7,4.9,4.6,soleado,media
439,Villamaría,2024-08-05,10.5,1.1,3.7,soleado,media
440,Villamaría,2024-08-08,14.9,6.0,1.1,nublado,media
441,Villamaría,2024-08-11,11.6,5.4,1.9,soleado,media
442,Villamaría,2024-08-14,10.5,1.4,4.5,soleado,media
443,Villamaría,2024-08-17,14.8,5.4,2.6,soleado,media
444,Villamaría,2024-08-20,12.5,7.4,2.3,soleado,media
445,Villamaría,2024-08-23,12.5,3.9,2.3,soleado,media
446,Villamaría,2024-08-26,12.6,3.9,2.4,soleado,media
447,Villamaría,2024-08-29,14.7,8.2,2.7,nublado,media
448,Villamaría,2024-09-01,12.5,3.8,1.7,soleado,media
449,Villamaría,2024-09-04,13.8,5.9,0.6,nublado,media
450,Villamaría,2024-09-07,11.9,6.1,1.1,soleado,media
451,Villamaría,2024-09-10,12.0,3.3,1.3,soleado,media
452,Villamaría,2024-09-13,12.5,3.7,4.9,soleado,media
453,Villamaría,2024-09-16,12.5,3.7,3.4,nublado,media
454,Villamaría,2024-09-19,13.3,5.4,1.6,soleado,media
455,Villamaría,2024-09-22,14.2,6.7,4.7,soleado,media
456,Villamaría,2024-09-25,15.9,8.3,2.2,nublado,media
457,Villamaría,2024-09-28,14.1,5.2,3.8,soleado,media
458,Villamaría,2024-10-01,13.7,4.4,64.4,tormenta,baja
459,Villamaría,2024-10-04,15.3,9.2,2.0,nublado,baja
460,Villamaría,2024-10-07,14.4,5.9,4.4,nublado,baja
461,Villamaría,2024-10-10,15.2,9.2,2.3,nublado,baja
462,Villamaría,2024-10-13,13.2,5.6,1.4,soleado,baja
463,Villamaría,2024-10-16,12.9,7.8,2.0,nublado,baja
464,Villamaría,2024-10-19,10.1,3.7,55.3,lluvioso,baja
465,Villamaría,2024-10-22,12.9,7.0,0.2,soleado,baja
466,Villamaría,2024-10-25,13.3,3.4,4.2,nublado,baja
467,Villamaría,2024-10-28,15.9,9.7,45.9,lluvioso,baja
468,Villamaría,2024-10-31,12.7,7.3,0.2,nublado,baja
469,Villamaría,2024-11-03,14.2,7.3,3.0,nublado,baja
470,Villamaría,2024-11-06,12.1,2.5,13.2,lluvioso,baja
471,Villamaría,2024-11-09,15.1,8.2,68.2,lluvioso,baja
472,Villamaría,2024-11-12,10.6,5.4,16.7,lluvioso,baja
473,Villamaría,2024-11-15,13.3,5.7,39.8,lluvioso,baja
474,Villamaría,2024-11-18,14.6,9.5,57.4,lluvioso,baja
475,Villamaría,2024-11-21,12.3,4.0,3.6,soleado,baja
476,Villamaría,2024-11-24,11.0,4.7,2.0,soleado,baja
477,Villamaría,2024-11-27,14.6,5.3,40.3,lluvioso,baja
478,Villamaría,2024-11-30,11.8,4.7,3.8,soleado,baja
479,Villamaría,2024-12-03,13.5,7.6,1.9,nublado,alta
480,Villamaría,2024-12-06,15.2,6.6,4.3,soleado,alta
481,Villamaría,2024-12-09,13.5,7.8,2.8,nublado,alta
482,Villamaría,2024-12-12,15.8,8.6,41.6,lluvioso,alta
483,Villamaría,2024-12-15,13.8,5.1,2.7,soleado,alta
484,Villamaría,2024-12-18,15.0,7.7,2.6,soleado,alta
485,Villamaría,2024-12-21,14.9,9.6,3.3,soleado,alta
486,Villamaría,2024-12-24,12.8,2.9,4.1,nublado,alta
487,Villamaría,2024-12-27,14.5,8.7,3.9,nublado,alta
488,Villamaría,2024-12-30,11.6,4.5,2.3,soleado,alta
489,Chinchiná,2023-01-01,23.8,14.5,4.1,nublado,alta
490,Chinchiná,2023-01-04,21.2,13.6,2.1,nublado,alta
491,Chinchiná,2023-01-07,24.0,18.5,2.2,nublado,alta
492,Chinchiná,2023-01-10,24.2,14.4,4.1,nublado,alta
493,Chinchiná,2023-01-13,25.6,16.6,4.5,nublado,alta
494,Chinchiná,2023-01-16,22.8,14.9,0.0,nublado,alta
495,Chinchiná,2023-01-19,25.8,16.3,1.6,soleado,alta
496,Chinchiná,2023-01-22,20.1,14.7,2.0,nublado,alta
497,Chinchiná,2023-01-25,20.1,10.5,0.1,soleado,alta
498,Chinchiná,2023-01-28,20.8,13.2,1.5,nublado,alta
499,Chinchiná,2023-01-31,22.5,15.5,4.7,soleado,alta
500,Chinchiná,2023-02-03,23.8,15.1,14.9,lluvioso,media
501,Chinchiná,2023-02-06,23.5,15.7,0.7,nublado,media
502,Chinchiná,2023-02-09,22.2,14.1,1.9,nublado,media
503,Chinchiná,2023-02-12,22.7,15.2,2.3,soleado,media
504,Chinchiná,2023-02-15,25.6,18.1,2.3,nublado,media
505,Chinchiná,2023-02-18,22.2,12.9,68.3,tormenta,media
506,Chinchiná,2023-02-21,23.8,18.5,4.6,soleado,media
507,Chinchiná,2023-02-24,20.4,12.6,78.2,lluvioso,media
508,Chinchiná,2023-02-27,22.5,16.5,4.1,nublado,media
509,Chinchiná,2023-03-02,22.7,13.0,2.9,soleado,media
510,Chinchiná,2023-03-05,20.1,14.2,3.4,soleado,media
511,Chinchiná,2023-03-08,24.1,14.5,41.8,lluvioso,media
512,Chinchiná,2023-03-11,25.3,17.4,76.7,lluvioso,media
513,Chinchiná,2023-03-14,20.5,11.8,3.2,nublado,media
514,Chinchiná,2023-03-17,24.2,18.9,3.0,soleado,media
515,Chinchiná,2023-03-20,23.7,17.5,4.6,soleado,media
516,Chinchiná,2023-03-23,23.0,13.1,3.0,nublado,media
517,Chinchiná,2023-03-26,24.8,15.4,1.9,nublado,media
518,Chinchiná,2023-03-29,21.3,12.8,1.0,soleado,media
519,Chinchiná,2023-04-01,25.6,16.7,53.3,lluvioso,baja
520,Chinchiná,2023-04-04,22.6,15.6,1.7,soleado,baja
521,Chinchiná,2023-04-07,21.8,14.0,4.5,nublado,baja
522,Chinchiná,2023-04-10,21.0,13.6,2.1,nublado,baja
523,Chinchiná,2023-04-13,20.4,13.2,4.7,soleado,baja
524,Chinchiná,2023-04-16,21.0,15.4,4.9,soleado,baja
525,Chinchiná,2023-04-19,21.2,13.0,0.8,soleado,baja
526,Chinchiná,2023-04-22,25.0,18.2,0.1,soleado,baja
527,Chinchiná,2023-04-25,25.9,20.0,1.5,soleado,baja
528,Chinchiná,2023-04-28,20.5,10.6,3.9,nublado,baja
529,Chinchiná,2023-05-01,25.0,16.5,0.5,soleado,baja
530,Chinchiná,2023-05-04,22.9,14.0,20.9,lluvioso,baja
531,Chinchiná,2023-05-07,20.0,14.1,1.6,soleado,baja
532,Chinchiná,2023-05-10,25.9,18.9,2.2,nublado,baja
533,Chinchiná,2023-05-13,22.2,16.2,1.4,nublado,baja
534,Chinchiná,2023-05-16,26.0,17.7,2.7,soleado,baja
535,Chinchiná,2023-05-19,20.8,13.0,0.2,soleado,baja
536,Chinchiná,2023-05-22,20.1,12.5,4.7,nublado,baja
537,Chinchiná,2023-05-25,23.4,15.0,55.9,lluvioso,baja
538,Chinchiná,2023-05-28,24.8,19.2,0.6,nublado,baja
539,Chinchiná,2023-05-31,23.1,13.6,2.1,nublado,baja
540,Chinchiná,2023-06-03,23.1,14.4,4.1,nublado,alta
541,Chinchiná,2023-06-06,22.4,12.5,4.3,soleado,alta
542,Chinchiná,2023-06-09,21.7,16.0,3.7,nublado,alta
543,Chinchiná,2023-06-12,25.1,17.6,0.8,nublado,alta
544,Chinchiná,2023-06-15,23.6,15.7,73.2,lluvioso,alta
545,Chinchiná,2023-06-18,24.7,18.4,36.0,lluvioso,alta
546,Chinchiná,2023-06-21,22.0,13.4,4.5,nublado,alta
547,Chinchiná,2023-06-24,25.9,20.8,1.7,soleado,alta
548,Chinchiná,2023-06-27,23.1,15.2,2.6,soleado,alta
549,Chinchiná,2023-06-30,23.6,18.3,3.1,nublado,alta
550,Chinchiná,2023-07-03,21.6,13.8,26.2,lluvioso,alta
551,Chinchiná,2023-07-06,21.4,11.7,1.5,soleado,alta
552,Chinchiná,2023-07-09,25.5,16.6,3.0,nublado,alta
553,Chinchiná,2023-07-12,24.6,16.1,10.5,lluvioso,alta
554,Chinchiná,2023-07-15,23.1,14.6,3.8,soleado,alta
555,Chinchiná,2023-07-18,24.2,16.8,1.9,nublado,alta
556,Chinchiná,2023-07-21,20.3,12.1,3.8,nublado,alta
557,Chinchiná,2023-07-24,22.8,13.9,3.4,soleado,alta
558,Chinchiná,2023-07-27,21.7,12.4,3.1,soleado,alta
559,Chinchiná,2023-07-30,24.8,16.0,5.0,nublado,alta
560,Chinchiná,2023-08-02,22.8,13.9,1.7,soleado,media
561,Chinchiná,2023-08-05,25.5,17.0,0.9,nublado,media
562,Chinchiná,2023-08-08,20.3,12.5,1.0,soleado,media
563,Chinchiná,2023-08-11,23.3,14.0,1.1,nublado,media
564,Chinchiná,2023-08-14,22.2,15.6,4.6,nublado,media
565,Chinchiná,2023-08-17,20.5,14.1,2.2,nublado,media
566,Chinchiná,2023-08-20,22.0,15.5,1.5,soleado,media
567,Chinchiná,2023-08-23,23.6,15.3,3.2,soleado,media
568,Chinchiná,2023-08-26,23.7,15.7,1.5,soleado,media
569,Chinchiná,2023-08-29,25.5,18.8,1.8,soleado,media
570,Chinchiná,2023-09-01,23.3,16.6,3.4,soleado,media
571,Chinchiná,2023-09-04,21.7,16.0,4.0,soleado,media
572,Chinchiná,2023-09-07,20.5,10.5,4.2,soleado,media
573,Chinchiná,2023-09-10,25.6,18.3,4.9,soleado,media
574,Chinchiná,2023-09-13,21.4,12.8,0.8,soleado,media
575,Chinchiná,2023-09-16,22.7,13.1,1.7,soleado,media
576,Chinchiná,2023-09-19,20.4,10.9,0.0,soleado,media
577,Chinchiná,2023-09-22,21.1,14.6,1.4,soleado,media
578,Chinchiná,2023-09-25,24.7,17.4,4.7,soleado,media
579,Chinchiná,2023-09-28,24.3,15.0,1.2,nublado,media
580,Chinchiná,2023-10-01,21.8,15.3,3.8,soleado,baja
581,Chinchiná,2023-10-04,24.4,14.7,2.2,soleado,baja
582,Chinchiná,2023-10-07,24.9,19.0,4.3,soleado,baja
583,Chinchiná,2023-10-10,24.1,14.4,0.6,soleado,baja
584,Chinchiná,2023-10-13,23.8,15.9,3.7,soleado,baja
585,Chinchiná,2023-10-16,20.3,14.2,1.8,soleado,baja
586,Chinchiná,2023-10-19,20.6,11.2,2.9,soleado,baja
587,Chinchiná,2023-10-22,22.5,14.7,59.0,lluvioso,baja
588,Chinchiná,2023-10-25,21.5,12.6,15.8,tormenta,baja
589,Chinchiná,2023-10-28,22.2,16.7,0.4,soleado,baja
590,Chinchiná,2023-10-31,25.4,16.5,25.8,lluvioso,baja
591,Chinchiná,2023-11-03,25.2,19.1,3.1,nublado,baja
592,Chinchiná,2023-11-06,24.5,16.7,3.9,nublado,baja
593,Chinchiná,2023-11-09,24.8,19.6,2.1,soleado,baja
594,Chinchiná,2023-11-12,20.9,15.3,1.2,nublado,baja
595,Chinchiná,2023-11-15,21.3,11.4,2.6,soleado,baja
596,Chinchiná,2023-11-18,24.1,14.6,0.7,soleado,baja
597,Chinchiná,2023-11-21,25.4,16.4,0.4,nublado,baja
598,Chinchiná,2023-11-24,23.3,17.5,0.3,soleado,baja
599,Chinchiná,2023-11-27,25.5,17.7,1.8,nublado,baja
600,Chinchiná,2023-11-30,23.5,14.7,0.7,soleado,baja
601,Chinchiná,2023-12-03,21.2,16.1,1.4,nublado,alta
602,Chinchiná,2023-12-06,22.5,14.5,0.4,nublado,alta
603,Chinchiná,2023-12-09,21.5,13.2,1.6,nublado,alta
604,Chinchiná,2023-12-12,25.6,16.4,1.7,soleado,alta
605,Chinchiná,2023-12-15,23.1,14.2,1.2,soleado,alta
606,Chinchiná,2023-12-18,23.9,17.7,3.5,soleado,alta
607,Chinchiná,2023-12-21,20.3,13.7,4.7,nublado,alta
608,Chinchiná,2023-12-24,25.8,18.6,4.5,soleado,alta
609,Chinchiná,2023-12-27,23.2,16.8,2.7,nublado,alta
610,Chinchiná,2023-12-30,23.3,18.2,1.4,soleado,alta
611,Chinchiná,2024-01-02,21.3,13.7,0.8,nublado,alta
612,Chinchiná,2024-01-05,21.9,12.1,0.5,nublado,alta
613,Chinchiná,2024-01-08,25.0,19.7,1.6,soleado,alta
614,Chinchiná,2024-01-11,21.9,15.5,1.9,soleado,alta
615,Chinchiná,2024-01-14,20.3,11.4,1.6,soleado,alta
616,Chinchiná,2024-01-17,25.4,17.1,2.2,soleado,alta
617,Chinchiná,2024-01-20,21.4,15.9,4.7,soleado,alta
618,Chinchiná,2024-01-23,22.6,16.4,2.5,nublado,alta
619,Chinchiná,2024-01-26,25.4,19.3,1.4,soleado,alta
620,Chinchiná,2024-01-29,25.0,16.4,2.8,nublado,alta
621,Chinchiná,2024-02-01,21.4,15.3,1.6,nublado,media
622,Chinchiná,2024-02-04,22.6,16.9,4.1,nublado,media
623,Chinchiná,2024-02-07,22.7,13.8,53.4,lluvioso,media
624,Chinchiná,2024-02-10,22.8,15.6,23.4,tormenta,media
625,Chinchiná,2024-02-13,20.4,11.0,1.0,soleado,media
626,Chinchiná,2024-02-16,25.5,16.6,2.5,soleado,media
627,Chinchiná,2024-02-19,22.7,13.7,2.8,soleado,media
628,Chinchiná,2024-02-22,22.0,13.0,3.5,nublado,media
629,Chinchiná,2024-02-25,22.0,16.6,0.8,soleado,media
630,Chinchiná,2024-02-28,25.7,19.2,4.2,soleado,media
631,Chinchiná,2024-03-02,21.7,16.5,1.4,soleado,media
632,Chinchiná,2024-03-05,22.5,17.5,1.1,nublado,media
633,Chinchiná,2024-03-08,25.7,16.8,3.7,nublado,media
634,Chinchiná,2024-03-11,24.2,17.4,1.2,soleado,media
635,Chinchiná,2024-03-14,20.4,12.7,10.4,lluvioso,media
636,Chinchiná,2024-03-17,20.8,13.2,62.6,lluvioso,media
637,Chinchiná,2024-03-20,22.5,16.7,0.5,soleado,media
638,Chinchiná,2024-03-23,21.6,16.2,1.6,soleado,media
639,Chinchiná,2024-03-26,20.3,12.2,1.0,soleado,media
640,Chinchiná,2024-03-29,22.0,13.7,1.4,soleado,media
641,Chinchiná,2024-04-01,24.4,17.0,3.8,nublado,baja
642,Chinchiná,2024-04-04,21.3,15.3,2.8,nublado,baja
643,Chinchiná,2024-04-07,23.3,14.6,4.6,soleado,baja
644,Chinchiná,2024-04-10,20.8,14.9,2.0,soleado,baja
645,Chinchiná,2024-04-13,22.0,13.0,2.9,nublado,baja
646,Chinchiná,2024-04-16,22.1,15.4,4.9,soleado,baja
647,Chinchiná,2024-04-19,20.7,12.5,0.6,soleado,baja
648,Chinchiná,2024-04-22,20.8,13.1,4.0,nublado,baja
649,Chinchiná,2024-04-25,23.9,16.2,0.2,soleado,baja
650,Chinchiná,2024-04-28,25.9,20.7,0.2,soleado,baja
651,Chinchiná,2024-05-01,20.7,14.9,45.3,lluvioso,baja
652,Chinchiná,2024-05-04,23.0,14.8,63.3,lluvioso,baja
653,Chinchiná,2024-05-07,22.6,15.4,3.8,nublado,baja
654,Chinchiná,2024-05-10,23.0,14.8,56.6,lluvioso,baja
655,Chinchiná,2024-05-13,21.7,16.1,2.1,soleado,baja
656,Chinchiná,2024-05-16,23.1,16.8,3.0,soleado,baja
657,Chinchiná,2024-05-19,21.2,12.9,44.5,lluvioso,baja
658,Chinchiná,2024-05-22,23.6,16.0,4.0,nublado,baja
659,Chinchiná,2024-05-25,20.6,10.8,1.4,soleado,baja
660,Chinchiná,2024-05-28,25.3,15.6,0.8,soleado,baja
661,Chinchiná,2024-05-31,20.0,13.1,0.0,nublado,baja
662,Chinchiná,2024-06-03,22.8,13.1,0.1,soleado,alta
663,Chinchiná,2024-06-06,23.9,17.6,3.3,soleado,alta
664,Chinchiná,2024-06-09,20.7,12.2,1.1,nublado,alta
665,Chinchiná,2024-06-12,21.1,13.1,5.0,soleado,alta
666,Chinchiná,2024-06-15,20.2,12.1,0.6,soleado,alta
667,Chinchiná,2024-06-18,22.9,14.0,4.2,nublado,alta
668,Chinchiná,2024-06-21,23.0,14.8,3.6,nublado,alta
669,Chinchiná,2024-06-24,24.8,16.8,2.0,nublado,alta
670,Chinchiná,2024-06-27,22.2,14.5,0.1,soleado,alta
671,Chinchiná,2024-06-30,24.8,15.5,0.6,nublado,alta
672,Chinchiná,2024-07-03,25.9,17.3,4.3,soleado,alta
673,Chinchiná,2024-07-06,23.6,17.1,5.0,nublado,alta
674,Chinchiná,2024-07-09,23.5,17.2,3.1,nublado,alta
675,Chinchiná,2024-07-12,25.5,18.9,0.4,nublado,alta
676,Chinchiná,2024-07-15,20.3,11.9,2.2,soleado,alta
677,Chinchiná,2024-07-18,20.8,15.2,4.2,nublado,alta
678,Chinchiná,2024-07-21,22.8,15.3,4.6,nublado,alta
679,Chinchiná,2024-07-24,23.9,17.5,4.5,soleado,alta
680,Chinchiná,2024-07-27,20.1,13.5,4.5,soleado,alta
681,Chinchiná,2024-07-30,20.6,11.5,0.7,soleado,alta
682,Chinchiná,2024-08-02,25.4,17.6,4.1,nublado,media
683,Chinchiná,2024-08-05,24.0,14.1,1.9,nublado,media
684,Chinchiná,2024-08-08,22.9,17.2,1.9,soleado,media
685,Chinchiná,2024-08-11,25.9,18.9,4.1,soleado,media
686,Chinchiná,2024-08-14,25.3,18.0,0.3,soleado,media
687,Chinchiná,2024-08-17,21.9,14.5,2.4,soleado,media
688,Chinchiná,2024-08-20,24.2,17.4,3.0,nublado,media
689,Chinchiná,2024-08-23,20.7,12.8,3.3,nublado,media
690,Chinchiná,2024-08-26,22.6,12.6,4.0,soleado,media
691,Chinchiná,2024-08-29,24.0,15.2,3.9,soleado,media
692,Chinchiná,2024-09-01,24.8,18.6,2.5,soleado,media
693,Chinchiná,2024-09-04,23.1,16.7,2.8,soleado,media
694,Chinchiná,2024-09-07,24.6,16.3,1.4,soleado,media
695,Chinchiná,2024-09-10,22.8,17.5,4.9,nublado,media
696,Chinchiná,2024-09-13,25.6,18.0,1.5,soleado,media
697,Chinchiná,2024-09-16,23.6,15.3,2.0,soleado,media
698,Chinchiná,2024-09-19,23.3,17.6,4.9,soleado,media
699,Chinchiná,2024-09-22,25.4,15.4,0.4,nublado,media
700,Chinchiná,2024-09-25,22.0,12.3,3.9,nublado,media
701,Chinchiná,2024-09-28,25.5,15.6,3.7,soleado,media
702,Chinchiná,2024-10-01,25.8,17.7,1.5,nublado,baja
703,Chinchiná,2024-10-04,21.8,14.9,3.4,nublado,baja
704,Chinchiná,2024-10-07,21.9,14.0,65.3,lluvioso,baja
705,Chinchiná,2024-10-10,22.8,17.4,4.1,soleado,baja
706,Chinchiná,2024-10-13,23.0,17.5,0.3,soleado,baja
707,Chinchiná,2024-10-16,25.2,17.9,4.7,soleado,baja
708,Chinchiná,2024-10-19,23.7,15.6,10.0,tormenta,baja
709,Chinchiná,2024-10-22,22.7,15.6,37.8,lluvioso,baja
710,Chinchiná,2024-10-25,21.2,15.3,0.7,nublado,baja
711,Chinchiná,2024-10-28,20.7,11.4,2.6,soleado,baja
712,Chinchiná,2024-10-31,24.1,18.9,0.8,soleado,baja
713,Chinchiná,2024-11-03,21.3,16.1,3.5,soleado,baja
714,Chinchiná,2024-11-06,20.7,14.4,16.9,lluvioso,baja
715,Chinchiná,2024-11-09,24.1,16.1,2.6,soleado,baja
716,Chinchiná,2024-11-12,25.3,17.5,0.9,soleado,baja
717,Chinchiná,2024-11-15,23.7,16.1,1.9,nublado,baja
718,Chinchiná,2024-11-18,23.0,17.0,2.3,soleado,baja
719,Chinchiná,2024-11-21,25.5,18.7,4.0,soleado,baja
720,Chinchiná,2024-11-24,24.1,17.5,1.0,soleado,baja
721,Chinchiná,2024-11-27,22.4,14.4,32.8,tormenta,baja
722,Chinchiná,2024-11-30,22.5,12.5,2.3,nublado,baja
723,Chinchiná,2024-12-03,20.9,12.0,4.5,soleado,alta
724,Chinchiná,2024-12-06,25.2,20.1,1.7,soleado,alta
725,Chinchiná,2024-12-09,22.1,14.0,2.8,soleado,alta
726,Chinchiná,2024-12-12,20.8,14.9,0.6,soleado,alta
727,Chinchiná,2024-12-15,25.4,16.2,3.8,soleado,alta
728,Chinchiná,2024-12-18,21.2,14.9,2.2,soleado,alta
729,Chinchiná,2024-12-21,21.3,11.6,14.8,lluvioso,alta
730,Chinchiná,2024-12-24,20.1,13.9,2.2,soleado,alta
731,Chinchiná,2024-12-27,22.5,17.4,0.8,nublado,alta
732,Chinchiná,2024-12-30,24.9,15.8,0.1,soleado,alta
733,Santa Rosa,2023-01-01,22.0,14.3,1.4,nublado,alta
734,Santa Rosa,2023-01-04,17.1,11.4,53.8,lluvioso,alta
735,Santa Rosa,2023-01-07,20.6,13.7,1.2,nublado,alta
736,Santa Rosa,2023-01-10,22.3,15.9,4.8,nublado,alta
737,Santa Rosa,2023-01-13,17.0,11.9,2.4,soleado,alta
738,Santa Rosa,2023-01-16,23.0,17.0,46.4,lluvioso,alta
739,Santa Rosa,2023-01-19,22.5,13.6,0.6,soleado,alta
740,Santa Rosa,2023-01-22,20.1,12.8,4.5,nublado,alta
741,Santa Rosa,2023-01-25,19.7,12.4,2.9,soleado,alta
742,Santa Rosa,2023-01-28,21.8,13.0,4.9,nublado,alta
743,Santa Rosa,2023-01-31,17.4,8.9,0.8,nublado,alta
744,Santa Rosa,2023-02-03,22.6,17.1,0.2,nublado,media
745,Santa Rosa,2023-02-06,18.0,12.7,3.4,soleado,media
746,Santa Rosa,2023-02-09,19.5,11.2,3.8,soleado,media
747,Santa Rosa,2023-02-12,22.9,17.7,0.1,soleado,media
748,Santa Rosa,2023-02-15,22.8,17.2,2.7,nublado,media
749,Santa Rosa,2023-02-18,17.3,9.2,0.8,soleado,media
750,Santa Rosa,2023-02-21,17.7,11.0,2.9,soleado,media
751,Santa Rosa,2023-02-24,20.8,12.6,2.2,nublado,media
752,Santa Rosa,2023-02-27,21.1,11.3,1.6,nublado,media
753,Santa Rosa,2023-03-02,20.8,12.1,2.4,nublado,media
754,Santa Rosa,2023-03-05,18.2,9.1,0.1,soleado,media
755,Santa Rosa,2023-03-08,19.2,11.6,3.7,soleado,media
756,Santa Rosa,2023-03-11,22.7,13.2,0.9,soleado,media
757,Santa Rosa,2023-03-14,21.1,13.0,2.3,nublado,media
758,Santa Rosa,2023-03-17,20.8,12.0,0.3,soleado,media
759,Santa Rosa,2023-03-20,21.4,13.5,10.8,tormenta,media
760,Santa Rosa,2023-03-23,19.5,12.7,0.6,soleado,media
761,Santa Rosa,2023-03-26,21.2,13.3,3.7,soleado,media
762,Santa Rosa,2023-03-29,18.5,10.2,1.7,nublado,media
763,Santa Rosa,2023-04-01,18.3,13.0,1.6,soleado,baja
764,Santa Rosa,2023-04-04,19.8,14.6,1.3,nublado,baja
765,Santa Rosa,2023-04-07,21.5,14.4,1.7,nublado,baja
766,Santa Rosa,2023-04-10,17.8,10.6,2.6,soleado,baja
767,Santa Rosa,2023-04-13,17.4,8.9,4.6,soleado,baja
768,Santa Rosa,2023-04-16,19.5,10.0,1.6,soleado,baja
769,Santa Rosa,2023-04-19,18.9,13.4,0.5,soleado,baja
770,Santa Rosa,2023-04-22,17.4,12.2,2.9,soleado,baja
771,Santa Rosa,2023-04-25,17.8,11.5,1.8,nublado,baja
772,Santa Rosa,2023-04-28,20.0,14.4,29.3,lluvioso,baja
773,Santa Rosa,2023-05-01,20.8,11.8,32.1,lluvioso,baja
774,Santa Rosa,2023-05-04,18.5,11.9,30.7,lluvioso,baja
775,Santa Rosa,2023-05-07,21.7,14.8,0.9,soleado,baja
776,Santa Rosa,2023-05-10,20.5,15.2,51.6,lluvioso,baja
777,Santa Rosa,2023-05-13,21.3,12.4,0.9,nublado,baja
778,Santa Rosa,2023-05-16,17.1,10.3,2.9,nublado,baja
779,Santa Rosa,2023-05-19,22.2,15.7,37.1,lluvioso,baja
780,Santa Rosa,2023-05-22,19.0,11.2,1.3,soleado,baja
781,Santa Rosa,2023-05-25,21.8,12.4,3.3,nublado,baja
782,Santa Rosa,2023-05-28,21.4,15.4,0.1,nublado,baja
783,Santa Rosa,2023-05-31,18.9,13.6,3.2,soleado,baja
784,Santa Rosa,2023-06-03,22.4,17.3,0.0,soleado,alta
785,Santa Rosa,2023-06-06,19.1,9.5,2.1,soleado,alta
786,Santa Rosa,2023-06-09,21.1,11.4,2.6,soleado,alta
787,Santa Rosa,2023-06-12,17.5,10.6,4.0,soleado,alta
788,Santa Rosa,2023-06-15,17.9,12.1,72.0,lluvioso,alta
789,Santa Rosa,2023-06-18,18.1,8.3,0.3,soleado,alta
790,Santa Rosa,2023-06-21,21.4,14.6,3.2,soleado,alta
791,Santa Rosa,2023-06-24,18.9,10.7,1.0,soleado,alta
792,Santa Rosa,2023-06-27,20.1,10.5,0.0,soleado,alta
793,Santa Rosa,2023-06-30,21.8,15.2,4.1,nublado,alta
794,Santa Rosa,2023-07-03,20.9,12.7,0.7,nublado,alta
795,Santa Rosa,2023-07-06,22.4,16.1,3.9,soleado,alta
796,Santa Rosa,2023-07-09,20.6,13.2,0.4,nublado,alta
797,Santa Rosa,2023-07-12,22.2,13.3,4.6,soleado,alta
798,Santa Rosa,2023-07-15,17.6,8.3,4.6,soleado,alta
799,Santa Rosa,2023-07-18,21.0,14.8,0.3,soleado,alta
800,Santa Rosa,2023-07-21,17.4,11.5,1.5,soleado,alta
801,Santa Rosa,2023-07-24,17.5,9.1,2.2,soleado,alta
802,Santa Rosa,2023-07-27,22.2,15.8,4.7,soleado,alta
803,Santa Rosa,2023-07-30,22.9,14.9,4.0,nublado,alta
804,Santa Rosa,2023-08-02,20.7,12.5,3.2,soleado,media
805,Santa Rosa,2023-08-05,22.8,16.7,4.3,soleado,media
806,Santa Rosa,2023-08-08,21.9,13.5,1.0,soleado,media
807,Santa Rosa,2023-08-11,20.5,14.0,2.0,soleado,media
808,Santa Rosa,2023-08-14,22.9,13.2,65.5,lluvioso,media
809,Santa Rosa,2023-08-17,19.8,11.3,2.0,nublado,media
810,Santa Rosa,2023-08-20,18.8,13.1,0.7,nublado,media
811,Santa Rosa,2023-08-23,19.0,13.6,1.5,soleado,media
812,Santa Rosa,2023-08-26,18.4,9.9,4.3,soleado,media
813,Santa Rosa,2023-08-29,17.8,7.9,70.4,lluvioso,media
814,Santa Rosa,2023-09-01,22.5,16.4,5.0,soleado,media
